orig.ident	nCount_Spatial	nFeature_Spatial	ident	in_tissue	row	col	imagerow	imagecol	cluster.init	spatial.cluster	TransformerST
SeuratProject	3231	1589	SeuratProject	1	71	85	7740	5476	3	3	1
SeuratProject	22899	5396	SeuratProject	1	57	47	6439	3392	10	10	6
SeuratProject	24921	5940	SeuratProject	1	64	36	7110	2801	9	8	0
SeuratProject	6810	2775	SeuratProject	1	36	16	4471	1680	3	3	10
SeuratProject	3744	1615	SeuratProject	1	72	86	7834	5532	3	3	4
SeuratProject	6652	2583	SeuratProject	1	59	111	6586	6878	3	3	3
SeuratProject	19396	4905	SeuratProject	1	58	46	6535	3338	10	10	0
SeuratProject	33856	6592	SeuratProject	1	56	44	6346	3227	10	10	0
SeuratProject	14699	4551	SeuratProject	1	60	6	6751	1163	3	3	10
SeuratProject	3762	1667	SeuratProject	1	77	51	8331	3633	3	6	7
SeuratProject	4660	2022	SeuratProject	1	35	25	4370	2168	3	3	2
SeuratProject	18727	5021	SeuratProject	1	47	119	5444	7299	3	10	6
SeuratProject	18527	5078	SeuratProject	1	66	108	7251	6722	3	3	3
SeuratProject	8738	3209	SeuratProject	1	37	87	4518	5546	3	3	8
SeuratProject	5451	2340	SeuratProject	1	30	96	3849	6027	3	3	1
SeuratProject	6245	2575	SeuratProject	1	47	19	5511	1856	3	3	9
SeuratProject	2732	1330	SeuratProject	1	31	81	3954	5212	3	3	1
SeuratProject	13698	4741	SeuratProject	1	36	10	4475	1353	3	3	0
SeuratProject	6065	2572	SeuratProject	1	62	100	6877	6282	3	3	4
SeuratProject	13891	4200	SeuratProject	1	63	73	6990	4814	6	6	5
SeuratProject	5325	2290	SeuratProject	1	32	90	4043	5703	3	3	1
SeuratProject	5986	2494	SeuratProject	1	38	104	4601	6472	3	3	1
SeuratProject	5063	2015	SeuratProject	1	70	14	7693	1610	3	3	0
SeuratProject	13217	4475	SeuratProject	1	44	26	5222	2233	3	3	10
SeuratProject	8584	3211	SeuratProject	1	13	53	2268	3667	3	3	5
SeuratProject	3164	1474	SeuratProject	1	73	65	7943	4390	3	3	7
SeuratProject	8855	3494	SeuratProject	1	54	96	6122	6055	3	3	5
SeuratProject	14930	4587	SeuratProject	1	29	55	3782	3794	5	5	0
SeuratProject	5469	2035	SeuratProject	1	75	101	8108	6352	3	3	0
SeuratProject	8649	2940	SeuratProject	1	49	53	5677	3709	3	3	6
SeuratProject	11922	4294	SeuratProject	1	59	97	6595	6116	3	3	5
SeuratProject	5540	1997	SeuratProject	1	69	39	7581	2970	3	3	4
SeuratProject	11687	3764	SeuratProject	1	32	20	4089	1893	6	6	0
SeuratProject	12169	4010	SeuratProject	1	22	26	3138	2208	3	3	3
SeuratProject	4171	1725	SeuratProject	1	73	93	7924	5914	3	3	4
SeuratProject	3550	1657	SeuratProject	1	66	98	7257	6178	3	3	4
SeuratProject	5588	2591	SeuratProject	1	73	7	7981	1233	3	3	10
SeuratProject	8027	3095	SeuratProject	1	43	89	5085	5661	3	3	3
SeuratProject	8204	3176	SeuratProject	1	33	85	4141	5432	3	3	1
SeuratProject	3682	1712	SeuratProject	1	45	109	5261	6752	3	3	4
SeuratProject	11592	4031	SeuratProject	1	53	77	6040	5020	3	3	10
SeuratProject	6087	2631	SeuratProject	1	38	68	4626	4513	3	3	1
SeuratProject	19978	5347	SeuratProject	1	29	57	3781	3903	8	5	0
SeuratProject	3662	1633	SeuratProject	1	51	51	5868	3602	3	3	2
SeuratProject	17271	5131	SeuratProject	1	60	48	6723	3450	3	3	6
SeuratProject	4581	2116	SeuratProject	1	50	58	5769	3982	3	3	4
SeuratProject	7456	2837	SeuratProject	1	42	10	5043	1360	3	3	6
SeuratProject	3120	1499	SeuratProject	1	76	70	8223	4666	3	3	0
SeuratProject	8543	3044	SeuratProject	1	55	11	6274	1430	6	6	8
SeuratProject	9237	3477	SeuratProject	1	65	13	7220	1550	3	3	3
SeuratProject	6328	2730	SeuratProject	1	65	99	7162	6231	3	3	4
SeuratProject	9059	3385	SeuratProject	1	36	96	4417	6034	3	3	8
SeuratProject	4678	2105	SeuratProject	1	22	54	3120	3732	3	3	0
SeuratProject	12085	3118	SeuratProject	1	29	23	3803	2053	6	6	0
SeuratProject	9627	3541	SeuratProject	1	32	100	4036	6247	3	3	10
SeuratProject	10079	3587	SeuratProject	1	61	79	6797	5138	3	3	10
SeuratProject	9484	2955	SeuratProject	1	29	33	3797	2597	6	6	0
SeuratProject	22204	5462	SeuratProject	1	40	86	4803	5495	10	10	6
SeuratProject	31270	6231	SeuratProject	1	60	60	6715	4103	6	9	0
SeuratProject	5707	2497	SeuratProject	1	35	67	4342	4455	3	3	10
SeuratProject	3771	1683	SeuratProject	1	72	62	7850	4226	3	3	7
SeuratProject	33896	5967	SeuratProject	1	63	13	7030	1548	9	3	3
SeuratProject	18381	5023	SeuratProject	1	21	21	3047	1934	6	5	0
SeuratProject	27020	5255	SeuratProject	1	61	43	6821	3179	10	10	6
SeuratProject	1987	1004	SeuratProject	1	77	73	8316	4830	3	3	7
SeuratProject	5186	2231	SeuratProject	1	66	48	7291	3457	3	3	0
SeuratProject	7142	2828	SeuratProject	1	39	53	4730	3697	3	3	2
SeuratProject	3513	1555	SeuratProject	1	15	13	2484	1492	3	3	9
SeuratProject	8550	2805	SeuratProject	1	69	25	7590	2208	3	8	3
SeuratProject	6412	2778	SeuratProject	1	48	96	5554	6048	3	3	1
SeuratProject	3153	1616	SeuratProject	1	40	34	4838	2664	3	3	2
SeuratProject	2729	1240	SeuratProject	1	72	36	7867	2810	3	3	4
SeuratProject	4018	1800	SeuratProject	1	50	116	5730	7139	3	3	4
SeuratProject	7824	2998	SeuratProject	1	32	52	4068	3635	3	3	9
SeuratProject	10171	3616	SeuratProject	1	21	19	3048	1826	3	3	3
SeuratProject	3473	1672	SeuratProject	1	13	57	2265	3885	3	3	4
SeuratProject	3042	1444	SeuratProject	1	68	0	7513	846	3	3	4
SeuratProject	3675	1662	SeuratProject	1	20	44	2937	3185	3	3	2
SeuratProject	5500	1993	SeuratProject	1	21	39	3035	2914	3	3	0
SeuratProject	4102	1927	SeuratProject	1	50	60	5767	4091	3	3	4
SeuratProject	21094	5214	SeuratProject	1	18	36	2753	2747	3	10	0
SeuratProject	15275	4734	SeuratProject	1	50	120	5727	7357	3	3	6
SeuratProject	10137	3577	SeuratProject	1	60	68	6709	4538	3	3	1
SeuratProject	12547	4275	SeuratProject	1	20	18	2954	1770	3	3	3
SeuratProject	6820	2398	SeuratProject	1	64	46	7103	3345	3	3	6
SeuratProject	14545	4589	SeuratProject	1	40	102	4792	6366	3	3	5
SeuratProject	2798	1360	SeuratProject	1	36	20	4468	1897	3	3	2
SeuratProject	2637	1075	SeuratProject	1	72	12	7883	1504	3	3	0
SeuratProject	28209	5489	SeuratProject	1	63	33	7017	2637	10	10	0
SeuratProject	9552	3044	SeuratProject	1	60	28	6736	2361	3	3	0
SeuratProject	4006	1706	SeuratProject	1	71	37	7772	2864	3	3	2
SeuratProject	22427	5136	SeuratProject	1	30	6	3909	1128	10	10	0
SeuratProject	10293	3651	SeuratProject	1	36	98	4416	6143	3	3	5
SeuratProject	7777	3104	SeuratProject	1	24	100	3278	6238	3	3	1
SeuratProject	12470	4236	SeuratProject	1	55	79	6228	5131	3	3	3
SeuratProject	5971	2324	SeuratProject	1	18	52	2742	3618	3	3	2
SeuratProject	10440	3665	SeuratProject	1	61	17	6838	1763	3	3	3
SeuratProject	10586	4058	SeuratProject	1	76	84	8214	5428	3	3	10
SeuratProject	4698	1939	SeuratProject	1	59	53	6625	3721	3	3	2
SeuratProject	10406	3825	SeuratProject	1	69	59	7568	4059	3	3	7
SeuratProject	10167	3692	SeuratProject	1	14	54	2362	3722	3	6	0
SeuratProject	7233	2802	SeuratProject	1	23	49	3218	3461	3	3	9
SeuratProject	7367	2654	SeuratProject	1	30	24	3897	2108	6	6	0
SeuratProject	2246	1135	SeuratProject	1	42	60	5010	4082	3	3	4
SeuratProject	14524	4432	SeuratProject	1	34	12	4284	1460	3	3	3
SeuratProject	7295	2851	SeuratProject	1	64	8	7128	1277	3	3	3
SeuratProject	18010	5188	SeuratProject	1	56	16	6365	1703	5	3	3
SeuratProject	4711	2128	SeuratProject	1	67	99	7351	6234	3	3	1
SeuratProject	14357	4442	SeuratProject	1	29	21	3805	1944	5	5	3
SeuratProject	8090	3035	SeuratProject	1	26	112	3460	6894	3	3	1
SeuratProject	7720	2880	SeuratProject	1	58	90	6505	5733	3	6	2
SeuratProject	50782	6676	SeuratProject	1	25	61	3399	4116	9	3	0
SeuratProject	1428	719	SeuratProject	1	6	32	1619	2516	3	3	2
SeuratProject	17566	4339	SeuratProject	1	26	54	3498	3736	3	2	0
SeuratProject	7546	2702	SeuratProject	1	30	30	3893	2435	6	6	0
SeuratProject	21713	5904	SeuratProject	1	27	125	3546	7602	8	3	0
SeuratProject	36414	6711	SeuratProject	1	36	56	4444	3857	10	10	0
SeuratProject	5823	2443	SeuratProject	1	32	58	4064	3961	3	3	6
SeuratProject	7055	2676	SeuratProject	1	36	58	4443	3966	3	3	6
SeuratProject	5012	2107	SeuratProject	1	41	105	4885	6530	3	3	1
SeuratProject	7690	2606	SeuratProject	1	66	44	7294	3239	3	3	0
SeuratProject	19009	5424	SeuratProject	1	61	7	6845	1219	3	3	5
SeuratProject	3448	1582	SeuratProject	1	30	82	3858	5265	3	3	1
SeuratProject	15087	3878	SeuratProject	1	57	45	6441	3283	10	10	0
SeuratProject	18066	4758	SeuratProject	1	38	96	4607	6037	6	6	0
SeuratProject	13801	4085	SeuratProject	1	57	17	6459	1759	6	3	0
SeuratProject	2499	1359	SeuratProject	1	34	74	4243	4834	3	3	1
SeuratProject	3205	1405	SeuratProject	1	49	57	5675	3927	3	3	4
SeuratProject	36514	6781	SeuratProject	1	54	86	6129	5511	6	10	0
SeuratProject	6316	2526	SeuratProject	1	48	32	5597	2565	3	3	0
SeuratProject	4216	2026	SeuratProject	1	34	64	4249	4290	3	3	1
SeuratProject	4242	2006	SeuratProject	1	35	117	4309	7176	3	3	1
SeuratProject	3930	1802	SeuratProject	1	18	58	2738	3945	3	3	4
SeuratProject	4377	2074	SeuratProject	1	54	118	6107	7253	3	3	8
SeuratProject	5503	2300	SeuratProject	1	24	46	3314	3299	3	3	0
SeuratProject	14330	4219	SeuratProject	1	24	60	3305	4061	3	3	0
SeuratProject	4258	2010	SeuratProject	1	31	65	3965	4341	3	3	4
SeuratProject	6167	2195	SeuratProject	1	70	24	7686	2155	3	8	4
SeuratProject	3991	1928	SeuratProject	1	68	78	7460	5092	3	3	7
SeuratProject	9407	3595	SeuratProject	1	60	70	6708	4647	3	3	1
SeuratProject	4635	2141	SeuratProject	1	53	29	6072	2407	3	3	2
SeuratProject	14049	4323	SeuratProject	1	11	35	2090	2685	3	3	0
SeuratProject	12764	3596	SeuratProject	1	58	44	6536	3229	3	10	6
SeuratProject	8408	3086	SeuratProject	1	44	16	5229	1689	3	6	8
SeuratProject	8131	3031	SeuratProject	1	25	51	3406	3572	3	2	9
SeuratProject	3748	1766	SeuratProject	1	42	56	5012	3864	3	3	4
SeuratProject	4419	1803	SeuratProject	1	49	31	5692	2511	3	3	2
SeuratProject	2774	1356	SeuratProject	1	39	23	4750	2064	3	3	4
SeuratProject	10028	3155	SeuratProject	1	31	19	3995	1837	6	6	0
SeuratProject	12410	4244	SeuratProject	1	56	108	6304	6711	3	3	8
SeuratProject	5409	2245	SeuratProject	1	34	108	4220	6685	3	3	1
SeuratProject	9731	3571	SeuratProject	1	58	114	6489	7040	3	3	6
SeuratProject	13233	4358	SeuratProject	1	28	126	3640	7658	3	3	3
SeuratProject	9309	3999	SeuratProject	1	47	103	5455	6428	3	3	1
SeuratProject	19055	4265	SeuratProject	1	63	61	6998	4161	6	2	0
SeuratProject	4969	1797	SeuratProject	1	74	104	8011	6514	3	3	0
SeuratProject	3957	1743	SeuratProject	1	61	95	6786	6009	3	3	4
SeuratProject	20485	4806	SeuratProject	1	11	15	2104	1596	10	10	0
SeuratProject	5601	2342	SeuratProject	1	51	49	5870	3493	3	3	2
SeuratProject	3916	1775	SeuratProject	1	55	49	6248	3498	3	3	0
SeuratProject	30665	6790	SeuratProject	1	47	79	5471	5122	5	3	0
SeuratProject	7668	2901	SeuratProject	1	32	48	4071	3417	3	3	0
SeuratProject	11403	3914	SeuratProject	1	28	20	3711	1888	3	3	0
SeuratProject	4829	2231	SeuratProject	1	45	59	5295	4031	3	3	2
SeuratProject	8088	2924	SeuratProject	1	30	92	3852	5810	3	3	9
SeuratProject	3915	1695	SeuratProject	1	52	28	5978	2352	3	3	2
SeuratProject	10457	3548	SeuratProject	1	33	49	4165	3472	3	3	8
SeuratProject	3999	1648	SeuratProject	1	68	18	7500	1826	3	3	1
SeuratProject	9812	3633	SeuratProject	1	23	45	3220	3243	3	3	0
SeuratProject	2921	1417	SeuratProject	1	38	62	4630	4186	3	3	4
SeuratProject	21622	5676	SeuratProject	1	72	104	7822	6512	10	10	0
SeuratProject	10222	3755	SeuratProject	1	30	106	3842	6572	3	3	10
SeuratProject	2643	1286	SeuratProject	1	73	79	7933	5152	3	3	7
SeuratProject	3945	1753	SeuratProject	1	48	72	5570	4742	3	3	2
SeuratProject	3047	1520	SeuratProject	1	75	87	8117	5590	3	3	7
SeuratProject	2436	1196	SeuratProject	1	31	73	3959	4777	3	3	1
SeuratProject	34038	6171	SeuratProject	1	61	41	6822	3070	10	10	0
SeuratProject	13380	4022	SeuratProject	1	63	105	6969	6556	3	3	3
SeuratProject	2023	1005	SeuratProject	1	74	80	8027	5208	3	3	7
SeuratProject	34573	5862	SeuratProject	1	62	2	6943	948	10	10	6
SeuratProject	8325	3114	SeuratProject	1	22	16	3145	1663	3	3	3
SeuratProject	21175	5702	SeuratProject	1	28	72	3676	4719	8	3	0
SeuratProject	9436	2995	SeuratProject	1	30	42	3885	3088	6	6	0
SeuratProject	3302	1500	SeuratProject	1	26	34	3512	2648	3	3	0
SeuratProject	10711	3504	SeuratProject	1	46	48	5397	3433	3	3	6
SeuratProject	33562	6217	SeuratProject	1	58	36	6541	2794	10	10	0
SeuratProject	5567	2121	SeuratProject	1	62	124	6861	7589	3	3	2
SeuratProject	29568	6488	SeuratProject	1	22	24	3140	2099	5	5	0
SeuratProject	26130	5279	SeuratProject	1	64	62	7092	4216	6	2	0
SeuratProject	8326	3334	SeuratProject	1	17	29	2663	2365	3	3	9
SeuratProject	5197	2274	SeuratProject	1	74	12	8073	1506	3	9	1
SeuratProject	6794	2870	SeuratProject	1	68	90	7452	5745	3	3	7
SeuratProject	1669	956	SeuratProject	1	70	84	7646	5421	3	3	4
SeuratProject	5426	2187	SeuratProject	1	57	29	6451	2412	3	3	3
SeuratProject	6598	2733	SeuratProject	1	35	99	4321	6196	3	3	1
SeuratProject	5835	2386	SeuratProject	1	54	110	6113	6817	3	3	1
SeuratProject	6903	2927	SeuratProject	1	67	91	7357	5798	3	3	7
SeuratProject	6010	2516	SeuratProject	1	40	40	4834	2991	3	3	5
SeuratProject	4045	1942	SeuratProject	1	67	79	7365	5145	3	3	7
SeuratProject	7271	2616	SeuratProject	1	63	53	7003	3725	3	3	3
SeuratProject	17542	5031	SeuratProject	1	65	1	7228	897	3	3	10
SeuratProject	8069	2403	SeuratProject	1	30	36	3889	2761	6	6	0
SeuratProject	3871	1739	SeuratProject	1	69	67	7562	4494	3	3	7
SeuratProject	12383	3998	SeuratProject	1	61	53	6814	3723	3	3	0
SeuratProject	4290	1851	SeuratProject	1	31	79	3955	5103	3	3	9
SeuratProject	2399	1240	SeuratProject	1	40	70	4814	4624	3	3	4
SeuratProject	8021	3073	SeuratProject	1	24	114	3269	7000	3	3	1
SeuratProject	7120	2911	SeuratProject	1	52	116	5919	7142	3	3	8
SeuratProject	4722	2015	SeuratProject	1	72	56	7854	3899	3	3	7
SeuratProject	7798	3093	SeuratProject	1	31	57	3970	3906	3	3	9
SeuratProject	17240	4192	SeuratProject	1	61	63	6807	4267	6	3	0
SeuratProject	16855	4737	SeuratProject	1	64	14	7124	1603	6	8	0
SeuratProject	2836	1429	SeuratProject	1	6	26	1623	2189	3	3	2
SeuratProject	20064	4824	SeuratProject	1	22	110	3082	6780	3	3	3
SeuratProject	2902	1536	SeuratProject	1	75	35	8152	2759	3	3	2
SeuratProject	11135	3536	SeuratProject	1	26	60	3494	4063	5	3	3
SeuratProject	7240	2706	SeuratProject	1	39	117	4687	7181	3	3	1
SeuratProject	13479	4260	SeuratProject	1	31	107	3936	6627	6	6	0
SeuratProject	4143	1920	SeuratProject	1	56	124	6293	7582	3	3	4
SeuratProject	35545	5945	SeuratProject	1	34	56	4255	3855	9	3	0
SeuratProject	10270	3521	SeuratProject	1	30	48	3881	3415	3	5	0
SeuratProject	8830	3434	SeuratProject	1	32	122	4021	7445	3	3	9
SeuratProject	11697	4100	SeuratProject	1	27	69	3583	4554	3	5	1
SeuratProject	8781	3428	SeuratProject	1	34	34	4269	2657	3	3	5
SeuratProject	1754	901	SeuratProject	1	8	36	1806	2736	3	3	0
SeuratProject	6655	2383	SeuratProject	1	23	75	3200	4876	3	3	3
SeuratProject	3423	1609	SeuratProject	1	29	115	3742	7060	3	3	1
SeuratProject	5363	2387	SeuratProject	1	44	80	5186	5173	3	3	2
SeuratProject	4158	1875	SeuratProject	1	28	114	3648	7005	3	3	1
SeuratProject	27988	6140	SeuratProject	1	65	115	7151	7102	10	10	0
SeuratProject	31824	6620	SeuratProject	1	58	18	6553	1814	5	3	0
SeuratProject	14055	4478	SeuratProject	1	33	27	4179	2275	3	3	5
SeuratProject	6959	2926	SeuratProject	1	51	121	5821	7413	3	3	1
SeuratProject	15280	4738	SeuratProject	1	33	19	4185	1839	3	6	5
SeuratProject	3833	1735	SeuratProject	1	31	113	3932	6954	3	3	1
SeuratProject	9650	2871	SeuratProject	1	70	36	7678	2808	3	8	0
SeuratProject	6436	2531	SeuratProject	1	18	64	2734	4271	3	3	1
SeuratProject	5058	1979	SeuratProject	1	22	76	3105	4929	3	3	9
SeuratProject	4184	1620	SeuratProject	1	25	53	3404	3681	3	3	0
SeuratProject	11704	3947	SeuratProject	1	32	32	4081	2546	3	5	0
SeuratProject	4226	1665	SeuratProject	1	56	74	6326	4860	3	6	4
SeuratProject	4558	1911	SeuratProject	1	34	84	4236	5379	3	3	4
SeuratProject	11380	4072	SeuratProject	1	53	99	6025	6217	3	3	9
SeuratProject	10259	3911	SeuratProject	1	72	0	7891	851	3	3	10
SeuratProject	12401	4201	SeuratProject	1	47	81	5469	5231	3	3	5
SeuratProject	6426	2757	SeuratProject	1	50	64	5765	4309	3	3	3
SeuratProject	3638	1668	SeuratProject	1	28	98	3658	6134	3	3	1
SeuratProject	4925	2142	SeuratProject	1	59	127	6575	7749	3	3	4
SeuratProject	2590	1247	SeuratProject	1	76	100	8203	6299	3	3	1
SeuratProject	5765	2453	SeuratProject	1	66	96	7259	6069	3	3	10
SeuratProject	2750	1321	SeuratProject	1	51	53	5867	3711	3	3	2
SeuratProject	8118	3079	SeuratProject	1	20	16	2956	1661	3	3	9
SeuratProject	9072	3377	SeuratProject	1	52	100	5930	6271	3	3	9
SeuratProject	1901	1073	SeuratProject	1	29	89	3759	5645	3	3	1
SeuratProject	4236	1938	SeuratProject	1	68	84	7456	5418	3	3	7
SeuratProject	6053	2613	SeuratProject	1	56	70	6329	4642	3	3	9
SeuratProject	9202	3084	SeuratProject	1	62	46	6913	3343	3	3	6
SeuratProject	14049	4515	SeuratProject	1	46	84	5373	5393	3	6	5
SeuratProject	3700	1743	SeuratProject	1	41	41	4928	3046	3	3	2
SeuratProject	10023	3643	SeuratProject	1	46	120	5348	7352	3	3	1
SeuratProject	4680	2145	SeuratProject	1	47	21	5509	1965	3	3	5
SeuratProject	8306	3061	SeuratProject	1	40	76	4810	4950	3	3	6
SeuratProject	4010	1921	SeuratProject	1	26	32	3513	2539	3	3	0
SeuratProject	13670	4422	SeuratProject	1	30	20	3900	1890	6	6	0
SeuratProject	2090	1112	SeuratProject	1	77	77	8313	5048	3	3	7
SeuratProject	5671	2550	SeuratProject	1	38	30	4651	2444	3	3	9
SeuratProject	6522	2748	SeuratProject	1	49	95	5649	5995	3	3	4
SeuratProject	6878	2877	SeuratProject	1	15	69	2446	4540	3	3	10
SeuratProject	3453	1599	SeuratProject	1	69	69	7561	4603	3	3	7
SeuratProject	7639	3053	SeuratProject	1	56	92	6314	5840	3	3	8
SeuratProject	3195	1450	SeuratProject	1	30	62	3872	4177	3	3	2
SeuratProject	9870	2989	SeuratProject	1	29	45	3789	3250	6	6	0
SeuratProject	9013	3505	SeuratProject	1	45	99	5268	6208	3	3	10
SeuratProject	14551	4064	SeuratProject	1	58	32	6544	2576	3	3	3
SeuratProject	2672	1316	SeuratProject	1	75	53	8140	3739	3	3	7
SeuratProject	12180	3746	SeuratProject	1	57	15	6461	1650	3	3	3
SeuratProject	3095	1266	SeuratProject	1	72	30	7871	2484	3	8	2
SeuratProject	17508	4540	SeuratProject	1	37	55	4540	3804	10	10	6
SeuratProject	26554	5312	SeuratProject	1	57	37	6446	2847	10	10	6
SeuratProject	10982	4103	SeuratProject	1	57	119	6391	7311	3	3	5
SeuratProject	1793	915	SeuratProject	1	8	48	1798	3389	3	3	2
SeuratProject	1841	982	SeuratProject	1	76	68	8225	4557	3	3	7
SeuratProject	3712	1699	SeuratProject	1	47	75	5473	4904	3	3	4
SeuratProject	9854	3693	SeuratProject	1	50	80	5754	5180	3	3	5
SeuratProject	6259	2514	SeuratProject	1	63	111	6965	6882	3	3	3
SeuratProject	4655	1750	SeuratProject	1	15	31	2472	2472	3	3	6
SeuratProject	2113	1024	SeuratProject	1	9	37	1900	2791	3	3	0
SeuratProject	7720	3194	SeuratProject	1	75	19	8163	1888	3	3	10
SeuratProject	8662	2897	SeuratProject	1	45	37	5309	2833	3	3	5
SeuratProject	7844	3240	SeuratProject	1	66	86	7265	5525	3	3	7
SeuratProject	4382	2034	SeuratProject	1	46	6	5425	1147	3	3	2
SeuratProject	6313	2335	SeuratProject	1	19	61	2831	4109	3	3	4
SeuratProject	3002	1438	SeuratProject	1	74	92	8019	5861	3	3	0
SeuratProject	3538	1609	SeuratProject	1	70	6	7698	1175	3	3	4
SeuratProject	467	368	SeuratProject	1	57	99	6404	6222	3	3	2
SeuratProject	10792	3788	SeuratProject	1	31	29	3989	2381	5	5	0
SeuratProject	6850	2612	SeuratProject	1	65	73	7179	4816	6	6	7
SeuratProject	4173	1918	SeuratProject	1	29	63	3776	4230	3	3	4
SeuratProject	15126	4578	SeuratProject	1	24	108	3273	6674	6	6	5
SeuratProject	2782	1371	SeuratProject	1	68	80	7459	5201	3	3	7
SeuratProject	4667	2096	SeuratProject	1	28	74	3674	4827	3	3	1
SeuratProject	5970	2502	SeuratProject	1	17	41	2655	3018	3	3	9
SeuratProject	2339	1205	SeuratProject	1	25	87	3382	5532	3	3	1
SeuratProject	6791	2542	SeuratProject	1	30	28	3895	2326	3	6	0
SeuratProject	2666	1267	SeuratProject	1	33	79	4145	5105	3	3	1
SeuratProject	5795	2518	SeuratProject	1	45	23	5319	2071	3	3	5
SeuratProject	2205	1062	SeuratProject	1	32	74	4053	4832	3	3	1
SeuratProject	2908	1472	SeuratProject	1	72	4	7889	1068	3	3	2
SeuratProject	7322	2910	SeuratProject	1	67	5	7414	1117	3	3	1
SeuratProject	9837	3738	SeuratProject	1	49	105	5643	6539	3	3	10
SeuratProject	6013	2622	SeuratProject	1	49	13	5704	1532	3	3	5
SeuratProject	7721	3032	SeuratProject	1	58	96	6501	6060	3	3	5
SeuratProject	3102	1476	SeuratProject	1	31	109	3935	6736	3	3	1
SeuratProject	6944	2946	SeuratProject	1	59	71	6613	4700	3	3	10
SeuratProject	10890	3686	SeuratProject	1	39	15	4756	1629	3	3	6
SeuratProject	8535	3128	SeuratProject	1	40	88	4802	5604	3	3	6
SeuratProject	3074	1635	SeuratProject	1	10	56	1982	3827	3	3	2
SeuratProject	8878	3380	SeuratProject	1	57	23	6455	2085	3	3	3
SeuratProject	3121	1560	SeuratProject	1	27	77	3578	4990	3	3	1
SeuratProject	14856	4720	SeuratProject	1	68	56	7475	3894	3	3	10
SeuratProject	3197	1694	SeuratProject	1	12	56	2171	3829	3	3	2
SeuratProject	2892	1390	SeuratProject	1	37	25	4560	2171	3	3	4
SeuratProject	16789	4676	SeuratProject	1	56	38	6351	2901	3	3	0
SeuratProject	10516	3869	SeuratProject	1	27	19	3617	1832	3	3	0
SeuratProject	5715	2180	SeuratProject	1	22	40	3129	2970	3	3	0
SeuratProject	12617	3528	SeuratProject	1	53	83	6036	5347	3	10	6
SeuratProject	355	249	SeuratProject	1	47	77	5472	5013	3	3	4
SeuratProject	562	440	SeuratProject	1	53	117	6013	7197	3	3	1
SeuratProject	1498	900	SeuratProject	1	43	23	5129	2069	3	3	4
SeuratProject	9244	3813	SeuratProject	1	57	105	6400	6549	3	3	3
SeuratProject	2890	1344	SeuratProject	1	52	54	5961	3767	3	3	2
SeuratProject	7943	3181	SeuratProject	1	54	46	6156	3334	3	3	5
SeuratProject	6750	2486	SeuratProject	1	9	31	1904	2465	3	3	0
SeuratProject	5140	2334	SeuratProject	1	70	94	7639	5965	3	3	1
SeuratProject	3105	1393	SeuratProject	1	27	11	3622	1397	3	3	2
SeuratProject	4430	1895	SeuratProject	1	57	25	6454	2194	3	3	2
SeuratProject	25519	6564	SeuratProject	1	56	106	6305	6602	8	3	3
SeuratProject	21711	5936	SeuratProject	1	27	67	3584	4445	8	5	0
SeuratProject	2437	1151	SeuratProject	1	75	29	8156	2433	3	3	2
SeuratProject	4348	1978	SeuratProject	1	46	30	5409	2453	3	3	2
SeuratProject	6370	2647	SeuratProject	1	23	43	3222	3134	3	3	0
SeuratProject	12034	3782	SeuratProject	1	48	66	5574	4415	3	3	3
SeuratProject	6508	2462	SeuratProject	1	29	99	3752	6189	3	3	8
SeuratProject	7152	2952	SeuratProject	1	44	98	5174	6153	3	3	10
SeuratProject	8283	2803	SeuratProject	1	34	54	4256	3746	3	3	0
SeuratProject	15404	4240	SeuratProject	1	65	109	7155	6776	3	3	6
SeuratProject	7378	2940	SeuratProject	1	18	40	2750	2965	3	3	6
SeuratProject	2774	1418	SeuratProject	1	73	85	7929	5479	3	3	1
SeuratProject	8750	3524	SeuratProject	1	22	64	3113	4276	3	3	1
SeuratProject	5640	2307	SeuratProject	1	64	94	7071	5958	3	3	1
SeuratProject	22983	5530	SeuratProject	1	14	34	2375	2634	10	10	0
SeuratProject	46491	6927	SeuratProject	1	41	15	4945	1631	10	10	6
SeuratProject	4109	1848	SeuratProject	1	71	89	7737	5694	3	3	7
SeuratProject	13127	4416	SeuratProject	1	49	87	5655	5560	3	3	5
SeuratProject	6527	2591	SeuratProject	1	61	93	6787	5900	3	3	2
SeuratProject	14264	4611	SeuratProject	1	54	80	6133	5184	3	3	0
SeuratProject	5996	2640	SeuratProject	1	45	113	5258	6970	3	3	1
SeuratProject	5599	2161	SeuratProject	1	52	112	5922	6924	3	3	2
SeuratProject	11190	3970	SeuratProject	1	13	23	2288	2034	3	3	10
SeuratProject	7611	2961	SeuratProject	1	45	5	5331	1091	3	3	5
SeuratProject	3153	1433	SeuratProject	1	20	52	2931	3621	3	3	2
SeuratProject	5002	2271	SeuratProject	1	55	115	6204	7091	3	3	2
SeuratProject	16303	4358	SeuratProject	1	65	43	7200	3183	6	6	6
SeuratProject	11381	3709	SeuratProject	1	21	37	3036	2805	3	3	0
SeuratProject	9424	3621	SeuratProject	1	47	95	5460	5993	3	3	5
SeuratProject	26621	5901	SeuratProject	1	56	84	6320	5404	10	10	0
SeuratProject	5784	2550	SeuratProject	1	34	94	4229	5923	3	3	1
