orig.ident	nCount_Spatial	nFeature_Spatial	ident	in_tissue	row	col	imagerow	imagecol	cluster.init	spatial.cluster	TransformerST
SeuratProject	35760	6312	SeuratProject	1	48	118	5539	7246	10	10	0
SeuratProject	3091	1503	SeuratProject	1	40	30	4840	2446	3	3	4
SeuratProject	7973	3126	SeuratProject	1	68	4	7510	1064	3	3	10
SeuratProject	3532	1673	SeuratProject	1	18	44	2747	3183	3	3	0
SeuratProject	19867	5711	SeuratProject	1	25	105	3370	6511	3	3	5
SeuratProject	5375	2225	SeuratProject	1	19	49	2839	3456	3	3	2
SeuratProject	3127	1413	SeuratProject	1	37	71	4529	4675	3	3	1
SeuratProject	4120	1879	SeuratProject	1	18	78	2725	5034	3	3	9
SeuratProject	6479	2442	SeuratProject	1	33	115	4121	7065	3	3	1
SeuratProject	11201	3888	SeuratProject	1	69	57	7569	3950	3	3	7
SeuratProject	6386	2637	SeuratProject	1	66	12	7315	1497	3	3	8
SeuratProject	2325	1169	SeuratProject	1	21	53	3025	3676	3	3	2
SeuratProject	18688	4003	SeuratProject	1	59	37	6635	2850	10	10	6
SeuratProject	10317	3433	SeuratProject	1	67	97	7353	6125	6	6	8
SeuratProject	28800	6389	SeuratProject	1	58	100	6498	6278	8	3	3
SeuratProject	3311	1534	SeuratProject	1	56	68	6330	4534	3	3	1
SeuratProject	4834	2105	SeuratProject	1	27	25	3613	2159	3	6	0
SeuratProject	3907	1842	SeuratProject	1	46	60	5389	4086	3	3	2
SeuratProject	13387	4003	SeuratProject	1	61	89	6790	5682	6	3	8
SeuratProject	5950	2416	SeuratProject	1	26	24	3518	2103	3	6	0
SeuratProject	9587	3057	SeuratProject	1	23	39	3224	2916	3	3	0
SeuratProject	4614	1763	SeuratProject	1	10	24	2003	2085	3	3	1
SeuratProject	4814	2086	SeuratProject	1	36	26	4464	2224	3	3	3
SeuratProject	12584	3605	SeuratProject	1	65	107	7157	6667	3	3	3
SeuratProject	35021	6697	SeuratProject	1	42	110	4976	6803	5	3	0
SeuratProject	1871	797	SeuratProject	1	77	97	8300	6137	3	3	1
SeuratProject	3333	1494	SeuratProject	1	11	51	2080	3556	3	3	4
SeuratProject	15677	4797	SeuratProject	1	31	49	3975	3470	3	3	5
SeuratProject	29955	6482	SeuratProject	1	20	114	2890	6995	6	3	0
SeuratProject	9129	3422	SeuratProject	1	12	22	2194	1978	3	3	5
SeuratProject	12782	4304	SeuratProject	1	33	99	4131	6194	3	3	8
SeuratProject	6457	2183	SeuratProject	1	67	25	7401	2206	3	8	3
SeuratProject	6356	2745	SeuratProject	1	64	84	7077	5414	3	3	7
SeuratProject	7883	3192	SeuratProject	1	51	99	5836	6215	3	3	9
SeuratProject	9729	3330	SeuratProject	1	35	43	4358	3148	3	3	6
SeuratProject	20712	5457	SeuratProject	1	54	102	6118	6382	6	3	8
SeuratProject	3799	1823	SeuratProject	1	12	52	2174	3611	3	3	2
SeuratProject	31800	5854	SeuratProject	1	35	103	4318	6414	9	3	0
SeuratProject	9840	3656	SeuratProject	1	71	53	7761	3735	3	3	5
SeuratProject	3823	1817	SeuratProject	1	53	123	6009	7524	3	3	2
SeuratProject	4384	2006	SeuratProject	1	14	52	2363	3614	3	3	2
SeuratProject	7614	2326	SeuratProject	1	30	38	3888	2870	6	6	0
SeuratProject	3053	1543	SeuratProject	1	31	111	3934	6845	3	3	1
SeuratProject	2141	1197	SeuratProject	1	75	75	8125	4937	3	3	7
SeuratProject	7682	3141	SeuratProject	1	55	35	6258	2736	3	3	5
SeuratProject	8049	3132	SeuratProject	1	53	31	6071	2516	3	3	0
SeuratProject	22119	5823	SeuratProject	1	40	84	4804	5386	3	3	6
SeuratProject	5803	2509	SeuratProject	1	19	71	2824	4654	3	3	1
SeuratProject	12665	4489	SeuratProject	1	77	89	8305	5701	3	3	10
SeuratProject	3407	1634	SeuratProject	1	70	70	7655	4659	3	3	7
SeuratProject	25657	5501	SeuratProject	1	47	47	5492	3380	10	10	0
SeuratProject	8738	3052	SeuratProject	1	30	40	3887	2979	6	6	0
SeuratProject	4567	2116	SeuratProject	1	45	111	5260	6861	3	3	4
SeuratProject	6928	2979	SeuratProject	1	56	30	6356	2465	3	3	8
SeuratProject	6560	2698	SeuratProject	1	46	124	5346	7570	3	3	1
SeuratProject	9603	3667	SeuratProject	1	44	24	5223	2124	3	3	5
SeuratProject	4339	1771	SeuratProject	1	45	53	5299	3704	3	3	2
SeuratProject	30820	6761	SeuratProject	1	22	116	3078	7107	8	3	3
SeuratProject	9198	3515	SeuratProject	1	13	67	2258	4429	3	3	10
SeuratProject	5769	2413	SeuratProject	1	32	120	4022	7336	3	3	1
SeuratProject	29626	6156	SeuratProject	1	61	115	6772	7098	10	10	6
SeuratProject	7224	2847	SeuratProject	1	61	103	6781	6444	3	3	9
SeuratProject	12329	4309	SeuratProject	1	25	123	3357	7491	3	3	0
SeuratProject	5685	2203	SeuratProject	1	20	50	2933	3512	3	3	0
SeuratProject	5019	2280	SeuratProject	1	74	36	8057	2813	3	3	2
SeuratProject	5212	2134	SeuratProject	1	18	38	2751	2856	3	3	6
SeuratProject	6603	2750	SeuratProject	1	55	113	6206	6982	3	3	8
SeuratProject	4016	1894	SeuratProject	1	18	46	2746	3292	3	3	0
SeuratProject	4963	2041	SeuratProject	1	59	55	6623	3829	3	3	2
SeuratProject	1922	1003	SeuratProject	1	9	41	1897	3009	3	3	0
SeuratProject	5706	2395	SeuratProject	1	30	126	3829	7660	3	3	2
SeuratProject	3728	1757	SeuratProject	1	46	74	5379	4848	3	3	4
SeuratProject	8159	3203	SeuratProject	1	45	89	5274	5664	3	3	8
SeuratProject	15421	4841	SeuratProject	1	32	38	4077	2873	5	5	0
SeuratProject	4168	1708	SeuratProject	1	18	66	2733	4380	3	3	1
SeuratProject	9536	3551	SeuratProject	1	54	72	6138	4749	3	3	5
SeuratProject	3172	1624	SeuratProject	1	40	68	4815	4515	3	3	1
SeuratProject	5701	2404	SeuratProject	1	66	100	7256	6287	3	3	4
SeuratProject	5810	2407	SeuratProject	1	1	17	1155	1693	3	3	0
SeuratProject	3722	1650	SeuratProject	1	34	110	4219	6794	3	3	1
SeuratProject	10072	3570	SeuratProject	1	69	53	7572	3732	3	3	1
SeuratProject	2137	1136	SeuratProject	1	76	48	8238	3468	3	3	4
SeuratProject	8858	3478	SeuratProject	1	40	94	4798	5930	3	3	10
SeuratProject	31599	6855	SeuratProject	1	26	74	3485	4825	5	5	0
SeuratProject	14725	4754	SeuratProject	1	44	120	5159	7350	3	3	8
SeuratProject	21245	5770	SeuratProject	1	40	10	4854	1358	3	3	0
SeuratProject	10112	3807	SeuratProject	1	54	40	6160	3007	3	3	5
SeuratProject	11683	4195	SeuratProject	1	14	24	2382	2090	3	3	5
SeuratProject	5536	2411	SeuratProject	1	73	57	7948	3955	3	3	7
SeuratProject	5550	2405	SeuratProject	1	29	119	3739	7278	3	3	1
SeuratProject	17560	4347	SeuratProject	1	54	82	6132	5293	10	10	6
SeuratProject	5400	2309	SeuratProject	1	28	86	3666	5481	3	3	9
SeuratProject	11466	3879	SeuratProject	1	37	115	4499	7070	3	3	0
SeuratProject	4341	1989	SeuratProject	1	29	65	3775	4339	3	3	4
SeuratProject	5811	2503	SeuratProject	1	37	63	4534	4239	3	3	8
SeuratProject	4614	2099	SeuratProject	1	7	13	1726	1483	3	3	2
SeuratProject	12549	4281	SeuratProject	1	67	15	7408	1661	3	3	10
SeuratProject	6532	2788	SeuratProject	1	42	50	5016	3537	3	3	5
SeuratProject	29316	6665	SeuratProject	1	55	103	6212	6437	8	3	0
SeuratProject	6305	2625	SeuratProject	1	47	115	5447	7081	3	3	9
SeuratProject	13779	4421	SeuratProject	1	25	27	3422	2266	5	5	0
SeuratProject	7538	2920	SeuratProject	1	33	89	4138	5650	3	3	1
SeuratProject	6473	2359	SeuratProject	1	64	20	7120	1930	3	3	3
SeuratProject	6359	2606	SeuratProject	1	31	59	3969	4014	3	3	9
SeuratProject	12910	4066	SeuratProject	1	20	60	2926	4056	3	3	3
SeuratProject	21931	5784	SeuratProject	1	57	97	6406	6113	6	3	5
SeuratProject	20375	5003	SeuratProject	1	62	60	6904	4105	6	3	0
SeuratProject	9152	3036	SeuratProject	1	60	112	6680	6933	3	3	6
SeuratProject	3710	1756	SeuratProject	1	54	114	6110	7035	3	3	4
SeuratProject	4132	1879	SeuratProject	1	47	73	5475	4795	3	3	4
SeuratProject	27193	5477	SeuratProject	1	60	38	6729	2905	10	10	0
SeuratProject	3668	1712	SeuratProject	1	57	75	6420	4916	3	3	4
SeuratProject	2747	1383	SeuratProject	1	38	64	4628	4295	3	3	2
SeuratProject	5699	2061	SeuratProject	1	10	18	2007	1758	3	3	0
SeuratProject	4341	1956	SeuratProject	1	44	108	5167	6697	3	3	4
SeuratProject	10251	3371	SeuratProject	1	40	8	4855	1249	3	3	6
SeuratProject	4156	1754	SeuratProject	1	60	22	6740	2034	3	3	2
SeuratProject	5755	2609	SeuratProject	1	11	61	2073	4100	3	3	9
SeuratProject	13061	4218	SeuratProject	1	35	105	4317	6523	3	3	3
SeuratProject	7304	2993	SeuratProject	1	17	43	2653	3127	3	3	5
SeuratProject	6597	2746	SeuratProject	1	53	39	6066	2951	3	3	8
SeuratProject	10854	3720	SeuratProject	1	56	80	6322	5187	3	3	3
SeuratProject	6468	2630	SeuratProject	1	50	16	5797	1696	3	3	1
SeuratProject	1797	965	SeuratProject	1	8	40	1803	2953	3	3	0
SeuratProject	7154	2882	SeuratProject	1	27	59	3590	4010	3	3	3
SeuratProject	2877	1393	SeuratProject	1	72	94	7828	5967	3	3	4
SeuratProject	4383	1838	SeuratProject	1	66	16	7312	1715	3	3	1
SeuratProject	14970	4790	SeuratProject	1	52	104	5927	6488	3	3	5
SeuratProject	8845	3447	SeuratProject	1	53	37	6067	2843	3	3	0
SeuratProject	4191	1811	SeuratProject	1	47	29	5504	2400	3	3	2
SeuratProject	5595	2304	SeuratProject	1	17	25	2665	2147	3	3	0
SeuratProject	14203	4341	SeuratProject	1	20	72	2918	4709	3	3	3
SeuratProject	4742	1947	SeuratProject	1	18	70	2730	4598	3	3	4
SeuratProject	4893	2101	SeuratProject	1	43	103	5076	6424	3	3	4
SeuratProject	25911	6277	SeuratProject	1	33	29	4178	2384	8	5	0
SeuratProject	5028	2169	SeuratProject	1	74	22	8066	2051	3	3	4
SeuratProject	21894	5607	SeuratProject	1	24	72	3297	4714	5	5	0
SeuratProject	11043	3820	SeuratProject	1	31	43	3979	3144	5	5	0
SeuratProject	6434	2664	SeuratProject	1	42	98	4984	6150	3	3	1
SeuratProject	11337	3896	SeuratProject	1	23	123	3168	7489	3	3	10
SeuratProject	10480	3766	SeuratProject	1	31	11	4001	1402	3	3	3
SeuratProject	17804	4903	SeuratProject	1	62	116	6867	7153	3	3	3
SeuratProject	4668	1895	SeuratProject	1	49	37	5688	2838	3	3	2
SeuratProject	9903	3687	SeuratProject	1	37	81	4522	5219	3	3	1
SeuratProject	5652	2528	SeuratProject	1	55	91	6220	5784	3	3	9
SeuratProject	12917	4160	SeuratProject	1	35	51	4353	3584	3	3	3
SeuratProject	17686	4802	SeuratProject	1	59	107	6588	6660	6	3	3
SeuratProject	3725	1697	SeuratProject	1	39	57	4728	3915	3	3	4
SeuratProject	20666	5319	SeuratProject	1	56	36	6352	2792	6	3	0
SeuratProject	13710	4198	SeuratProject	1	48	74	5569	4851	3	3	0
SeuratProject	9629	3477	SeuratProject	1	35	13	4378	1515	3	3	5
SeuratProject	5788	2516	SeuratProject	1	69	47	7576	3406	3	3	10
SeuratProject	30892	6302	SeuratProject	1	59	101	6592	6333	6	3	0
SeuratProject	3833	1664	SeuratProject	1	65	51	7194	3619	3	3	4
SeuratProject	6089	2450	SeuratProject	1	19	43	2843	3130	3	3	2
SeuratProject	11045	3824	SeuratProject	1	34	48	4260	3419	3	3	6
SeuratProject	8976	3360	SeuratProject	1	21	31	3040	2479	3	3	0
SeuratProject	3791	1704	SeuratProject	1	14	14	2389	1545	3	3	9
SeuratProject	42528	7208	SeuratProject	1	53	85	6035	5455	10	10	0
SeuratProject	6755	2634	SeuratProject	1	55	111	6207	6873	3	3	4
SeuratProject	7758	2870	SeuratProject	1	50	124	5725	7575	3	3	2
SeuratProject	6690	2658	SeuratProject	1	53	51	6058	3605	3	6	0
SeuratProject	9449	3646	SeuratProject	1	31	99	3942	6192	3	3	9
SeuratProject	6928	2730	SeuratProject	1	50	50	5774	3547	3	3	2
SeuratProject	8024	3237	SeuratProject	1	51	57	5864	3929	3	3	0
SeuratProject	16129	4728	SeuratProject	1	26	70	3488	4607	5	5	3
SeuratProject	6048	2675	SeuratProject	1	54	48	6154	3443	3	3	8
SeuratProject	2868	1418	SeuratProject	1	66	102	7255	6396	3	3	2
SeuratProject	10139	3416	SeuratProject	1	26	46	3504	3301	3	3	0
SeuratProject	7430	2838	SeuratProject	1	67	19	7405	1879	3	3	3
SeuratProject	8487	3097	SeuratProject	1	22	108	3083	6671	3	3	1
SeuratProject	20269	4960	SeuratProject	1	55	17	6270	1756	6	8	0
SeuratProject	2131	1109	SeuratProject	1	28	78	3672	5045	3	3	1
SeuratProject	7393	3007	SeuratProject	1	50	100	5741	6268	3	3	8
SeuratProject	13855	4037	SeuratProject	1	62	74	6895	4867	6	6	0
SeuratProject	4412	2034	SeuratProject	1	53	43	6063	3169	3	3	0
SeuratProject	16810	4674	SeuratProject	1	33	59	4158	4017	10	10	6
SeuratProject	2511	1231	SeuratProject	1	28	90	3664	5698	3	3	1
SeuratProject	4257	1924	SeuratProject	1	14	42	2370	3069	3	3	0
SeuratProject	3172	1551	SeuratProject	1	73	35	7963	2757	3	3	2
SeuratProject	4852	2121	SeuratProject	1	48	22	5604	2020	3	3	8
SeuratProject	12143	3943	SeuratProject	1	32	28	4084	2328	3	3	3
SeuratProject	10029	3246	SeuratProject	1	35	127	4302	7721	3	3	1
SeuratProject	5073	2193	SeuratProject	1	44	60	5199	4084	3	3	4
SeuratProject	5515	2467	SeuratProject	1	65	85	7171	5469	3	3	7
SeuratProject	4400	1396	SeuratProject	1	71	17	7785	1775	3	3	4
SeuratProject	4852	2097	SeuratProject	1	39	43	4737	3153	3	3	2
SeuratProject	5509	2280	SeuratProject	1	56	28	6357	2356	3	3	8
SeuratProject	4069	1930	SeuratProject	1	49	73	5664	4798	3	3	4
SeuratProject	7918	3127	SeuratProject	1	74	18	8069	1833	3	3	4
SeuratProject	6878	2437	SeuratProject	1	64	4	7131	1059	3	3	2
SeuratProject	17472	5216	SeuratProject	1	21	25	3044	2152	8	5	3
SeuratProject	4293	1925	SeuratProject	1	48	18	5606	1803	3	3	1
SeuratProject	5207	2294	SeuratProject	1	25	91	3379	5749	3	3	1
SeuratProject	9306	3589	SeuratProject	1	25	99	3374	6185	3	3	5
SeuratProject	5837	2455	SeuratProject	1	45	3	5332	983	3	3	8
SeuratProject	2386	1099	SeuratProject	1	6	28	1622	2298	3	3	2
SeuratProject	2361	1215	SeuratProject	1	42	66	5006	4408	3	3	2
SeuratProject	22286	6161	SeuratProject	1	16	22	2573	1983	8	3	0
SeuratProject	32628	6047	SeuratProject	1	15	37	2468	2798	10	10	0
SeuratProject	5974	2447	SeuratProject	1	52	92	5935	5835	3	3	9
SeuratProject	4392	1682	SeuratProject	1	70	16	7691	1719	3	3	2
SeuratProject	10039	3251	SeuratProject	1	29	51	3785	3577	3	5	0
SeuratProject	8035	2762	SeuratProject	1	26	26	3517	2212	6	6	0
SeuratProject	4694	2006	SeuratProject	1	69	49	7574	3514	3	3	1
SeuratProject	9382	3390	SeuratProject	1	36	94	4419	5925	3	3	1
SeuratProject	7011	2637	SeuratProject	1	58	72	6517	4754	3	6	8
SeuratProject	15332	4727	SeuratProject	1	42	14	5041	1578	3	3	6
SeuratProject	28351	6227	SeuratProject	1	13	35	2280	2687	10	10	0
SeuratProject	13279	4236	SeuratProject	1	61	55	6813	3832	3	3	9
SeuratProject	9756	3727	SeuratProject	1	37	31	4556	2497	3	3	5
SeuratProject	22413	5190	SeuratProject	1	65	31	7208	2530	5	8	0
SeuratProject	3061	1504	SeuratProject	1	39	63	4724	4242	3	3	1
SeuratProject	3117	1436	SeuratProject	1	5	17	1534	1698	3	3	4
SeuratProject	32034	5993	SeuratProject	1	36	48	4450	3422	10	10	6
SeuratProject	10364	3820	SeuratProject	1	37	113	4501	6961	3	3	10
SeuratProject	5433	2360	SeuratProject	1	68	52	7478	3677	3	3	1
SeuratProject	6174	2634	SeuratProject	1	69	87	7549	5583	3	3	7
SeuratProject	6709	2408	SeuratProject	1	26	22	3520	1995	6	6	0
SeuratProject	7876	2986	SeuratProject	1	54	42	6158	3116	3	3	0
SeuratProject	6406	2655	SeuratProject	1	75	21	8161	1997	3	6	8
SeuratProject	9130	3616	SeuratProject	1	19	45	2841	3238	3	3	0
SeuratProject	5753	2320	SeuratProject	1	65	93	7166	5905	3	3	1
SeuratProject	4985	2177	SeuratProject	1	45	31	5313	2507	3	3	2
SeuratProject	3563	1681	SeuratProject	1	43	55	5108	3811	3	3	2
SeuratProject	9776	3713	SeuratProject	1	48	24	5602	2129	3	3	10
SeuratProject	5674	2379	SeuratProject	1	52	94	5934	5944	3	3	6
SeuratProject	4670	1870	SeuratProject	1	66	18	7311	1824	3	3	4
SeuratProject	7051	2674	SeuratProject	1	15	15	2483	1601	3	3	8
SeuratProject	13287	4388	SeuratProject	1	54	92	6125	5838	3	3	8
SeuratProject	4033	1841	SeuratProject	1	3	19	1343	1805	3	3	4
SeuratProject	4396	1973	SeuratProject	1	14	44	2369	3178	3	3	2
SeuratProject	1856	988	SeuratProject	1	42	58	5011	3973	3	3	2
SeuratProject	6193	2622	SeuratProject	1	23	11	3243	1392	3	3	0
SeuratProject	8495	3249	SeuratProject	1	45	121	5253	7406	3	3	1
SeuratProject	12504	3212	SeuratProject	1	28	8	3719	1235	3	10	6
SeuratProject	20652	5221	SeuratProject	1	37	99	4510	6199	6	3	3
SeuratProject	3830	1762	SeuratProject	1	11	43	2085	3120	3	3	2
SeuratProject	6512	2528	SeuratProject	1	40	106	4790	6583	3	3	1
SeuratProject	8421	3296	SeuratProject	1	59	79	6607	5136	3	3	10
SeuratProject	3383	1756	SeuratProject	1	75	33	8153	2651	3	3	4
SeuratProject	1848	1002	SeuratProject	1	76	76	8219	4992	3	3	7
SeuratProject	11261	3724	SeuratProject	1	66	116	7245	7158	3	3	6
SeuratProject	4537	2026	SeuratProject	1	21	69	3015	4547	3	3	1
SeuratProject	11366	4036	SeuratProject	1	45	103	5265	6426	3	3	1
SeuratProject	3840	1728	SeuratProject	1	73	21	7972	1995	3	3	4
SeuratProject	6181	2557	SeuratProject	1	43	21	5131	1960	3	6	4
SeuratProject	8173	3133	SeuratProject	1	26	98	3469	6132	3	3	3
SeuratProject	9607	3516	SeuratProject	1	15	63	2451	4214	3	3	3
SeuratProject	3672	1672	SeuratProject	1	72	46	7861	3355	3	3	4
SeuratProject	5582	2485	SeuratProject	1	12	60	2168	4047	3	3	3
SeuratProject	23050	5782	SeuratProject	1	55	101	6214	6329	3	3	3
SeuratProject	4590	1960	SeuratProject	1	17	57	2644	3889	3	3	2
SeuratProject	33537	6410	SeuratProject	1	56	82	6321	5296	10	3	0
SeuratProject	6743	2859	SeuratProject	1	45	73	5285	4793	3	3	10
SeuratProject	9493	3310	SeuratProject	1	59	7	6655	1217	3	3	5
SeuratProject	13629	4330	SeuratProject	1	26	66	3490	4390	5	5	3
SeuratProject	7068	2826	SeuratProject	1	69	103	7538	6454	3	3	8
SeuratProject	7983	3077	SeuratProject	1	54	90	6126	5729	3	3	9
SeuratProject	6682	2894	SeuratProject	1	49	85	5656	5451	3	3	5
SeuratProject	5696	2683	SeuratProject	1	76	90	8210	5754	3	3	5
SeuratProject	7861	3141	SeuratProject	1	27	117	3551	7167	3	3	1
SeuratProject	22384	5768	SeuratProject	1	71	101	7729	6347	3	10	6
SeuratProject	2830	1309	SeuratProject	1	19	65	2828	4327	3	3	4
SeuratProject	42100	6287	SeuratProject	1	67	31	7397	2532	9	8	0
SeuratProject	9969	2983	SeuratProject	1	26	52	3500	3628	3	2	0
SeuratProject	4052	1819	SeuratProject	1	5	21	1532	1916	3	3	0
SeuratProject	5068	2344	SeuratProject	1	32	118	4024	7227	3	3	8
SeuratProject	5506	2393	SeuratProject	1	12	18	2197	1761	3	3	10
SeuratProject	4694	1775	SeuratProject	1	62	122	6863	7480	3	3	6
SeuratProject	7447	2981	SeuratProject	1	23	119	3171	7271	3	3	1
SeuratProject	7091	2920	SeuratProject	1	36	12	4474	1462	3	3	9
SeuratProject	4148	1897	SeuratProject	1	25	115	3363	7056	3	3	1
SeuratProject	7418	2964	SeuratProject	1	13	15	2293	1598	3	3	5
SeuratProject	3138	1500	SeuratProject	1	16	26	2570	2201	3	3	0
SeuratProject	6051	2464	SeuratProject	1	50	48	5776	3438	3	3	6
SeuratProject	4761	2041	SeuratProject	1	22	48	3124	3405	3	3	9
SeuratProject	5477	2339	SeuratProject	1	51	113	5827	6977	3	3	4
SeuratProject	3583	1529	SeuratProject	1	72	22	7877	2048	3	8	4
SeuratProject	7474	2526	SeuratProject	1	67	41	7390	3077	3	3	2
SeuratProject	7426	2862	SeuratProject	1	31	37	3983	2817	3	6	0
SeuratProject	9255	3339	SeuratProject	1	47	123	5441	7517	3	3	10
SeuratProject	3589	1573	SeuratProject	1	52	52	5962	3658	3	3	2
SeuratProject	3598	1574	SeuratProject	1	20	62	2925	4165	3	3	9
SeuratProject	5594	2472	SeuratProject	1	33	71	4150	4670	3	3	1
SeuratProject	5741	2375	SeuratProject	1	14	48	2366	3396	3	3	5
SeuratProject	38493	7532	SeuratProject	1	69	109	7534	6780	5	5	0
SeuratProject	7590	2920	SeuratProject	1	34	42	4264	3093	3	3	0
SeuratProject	39992	6166	SeuratProject	1	37	49	4544	3477	9	3	0
SeuratProject	3398	1568	SeuratProject	1	20	46	2935	3294	3	3	0
SeuratProject	2540	1298	SeuratProject	1	29	85	3762	5427	3	3	1
SeuratProject	9025	3319	SeuratProject	1	39	49	4733	3479	3	3	3
SeuratProject	4872	1871	SeuratProject	1	8	28	1811	2300	3	3	0
SeuratProject	10300	3476	SeuratProject	1	48	92	5557	5831	3	3	6
SeuratProject	15429	4852	SeuratProject	1	52	118	5918	7250	6	6	5
SeuratProject	5813	2235	SeuratProject	1	52	40	5970	3005	3	3	2
SeuratProject	3055	1538	SeuratProject	1	37	75	4526	4892	3	3	1
SeuratProject	7060	2851	SeuratProject	1	61	123	6767	7533	3	3	6
SeuratProject	26995	5854	SeuratProject	1	41	109	4882	6748	10	3	6
SeuratProject	16053	4693	SeuratProject	1	17	75	2632	4869	3	3	3
SeuratProject	6248	2593	SeuratProject	1	47	27	5505	2291	3	3	10
SeuratProject	4491	1660	SeuratProject	1	71	31	7776	2537	3	8	4
SeuratProject	8196	3086	SeuratProject	1	35	107	4315	6632	3	3	1
SeuratProject	5758	2473	SeuratProject	1	34	122	4211	7447	3	3	4
SeuratProject	5484	2506	SeuratProject	1	4	18	1439	1751	3	3	5
SeuratProject	9745	3572	SeuratProject	1	30	116	3836	7116	3	3	10
SeuratProject	2280	1193	SeuratProject	1	72	80	7838	5205	3	3	7
SeuratProject	3023	1482	SeuratProject	1	39	21	4752	1955	3	3	2
SeuratProject	17959	5347	SeuratProject	1	58	106	6494	6604	3	3	3
SeuratProject	3947	1707	SeuratProject	1	52	36	5973	2787	3	3	2
SeuratProject	17175	3865	SeuratProject	1	23	21	3236	1937	6	5	0
SeuratProject	2535	1265	SeuratProject	1	28	84	3668	5372	3	3	1
SeuratProject	5741	2422	SeuratProject	1	37	65	4533	4348	3	3	1
SeuratProject	17965	4987	SeuratProject	1	32	124	4020	7554	6	3	0
SeuratProject	4343	1686	SeuratProject	1	9	35	1901	2682	3	3	2
SeuratProject	17958	4576	SeuratProject	1	63	65	6995	4378	6	5	0
SeuratProject	2721	1345	SeuratProject	1	37	21	4562	1953	3	3	4
SeuratProject	11050	3934	SeuratProject	1	29	17	3807	1726	3	3	0
SeuratProject	4699	2205	SeuratProject	1	56	122	6294	7473	3	3	8
SeuratProject	67837	6983	SeuratProject	1	27	53	3594	3683	9	2	0
SeuratProject	6642	2623	SeuratProject	1	27	91	3568	5752	6	6	1
SeuratProject	8855	3349	SeuratProject	1	42	8	5045	1251	3	3	5
SeuratProject	5275	2283	SeuratProject	1	10	22	2004	1976	3	3	1
SeuratProject	18390	5248	SeuratProject	1	59	59	6621	4047	3	3	3
SeuratProject	2526	1140	SeuratProject	1	72	18	7879	1831	3	3	4
SeuratProject	3040	1436	SeuratProject	1	73	89	7926	5696	3	3	7
SeuratProject	13799	4656	SeuratProject	1	30	102	3845	6354	3	3	5
SeuratProject	27606	5532	SeuratProject	1	60	4	6752	1054	10	10	6
SeuratProject	3055	1403	SeuratProject	1	18	62	2735	4163	3	3	4
SeuratProject	7631	3133	SeuratProject	1	15	17	2481	1710	3	3	5
SeuratProject	10089	3750	SeuratProject	1	53	103	6023	6435	3	3	8
SeuratProject	26048	6236	SeuratProject	1	14	38	2373	2852	5	10	0
SeuratProject	4562	2077	SeuratProject	1	50	62	5766	4200	3	3	2
SeuratProject	8092	3046	SeuratProject	1	38	98	4605	6146	3	6	8
SeuratProject	9484	3581	SeuratProject	1	56	98	6310	6166	3	3	3
SeuratProject	11907	3969	SeuratProject	1	35	53	4351	3693	3	3	3
SeuratProject	7019	2859	SeuratProject	1	21	43	3032	3132	3	3	0
SeuratProject	2063	1067	SeuratProject	1	74	40	8054	3030	3	3	2
SeuratProject	16583	4978	SeuratProject	1	32	22	4088	2002	3	6	3
SeuratProject	13801	4196	SeuratProject	1	68	28	7494	2370	3	8	0
SeuratProject	8861	3348	SeuratProject	1	32	42	4075	3090	3	3	0
SeuratProject	7439	3016	SeuratProject	1	33	39	4171	2928	3	3	0
SeuratProject	8507	3122	SeuratProject	1	29	123	3736	7496	3	3	9
SeuratProject	4502	1920	SeuratProject	1	55	71	6234	4696	3	3	8
SeuratProject	3186	1619	SeuratProject	1	34	88	4233	5597	3	3	1
SeuratProject	2701	1344	SeuratProject	1	43	35	5121	2722	3	3	2
SeuratProject	8516	3146	SeuratProject	1	68	96	7448	6072	3	6	1
SeuratProject	23343	5478	SeuratProject	1	60	40	6728	3014	10	10	0
SeuratProject	4349	2046	SeuratProject	1	39	33	4744	2609	3	3	2
SeuratProject	2115	1156	SeuratProject	1	76	38	8245	2924	3	3	2
SeuratProject	3972	1677	SeuratProject	1	74	66	8037	4446	3	6	7
SeuratProject	3618	1684	SeuratProject	1	53	111	6017	6871	3	3	4
SeuratProject	3885	1673	SeuratProject	1	52	12	5989	1481	3	3	4
SeuratProject	35748	6743	SeuratProject	1	42	82	4995	5279	9	3	0
SeuratProject	8618	3232	SeuratProject	1	65	117	7150	7211	3	3	6
SeuratProject	5196	2304	SeuratProject	1	45	11	5327	1418	3	3	4
SeuratProject	32474	6681	SeuratProject	1	20	74	2917	4818	8	3	3
SeuratProject	7693	3208	SeuratProject	1	48	108	5546	6702	3	3	10
SeuratProject	27193	5814	SeuratProject	1	37	127	4491	7723	10	10	6
SeuratProject	2554	1319	SeuratProject	1	77	55	8328	3850	3	3	7
SeuratProject	5480	2283	SeuratProject	1	49	67	5668	4471	3	3	3
SeuratProject	7295	2797	SeuratProject	1	19	41	2844	3021	3	3	2
SeuratProject	44145	7012	SeuratProject	1	19	23	2856	2041	9	3	0
SeuratProject	6407	2446	SeuratProject	1	65	57	7190	3945	3	3	7
SeuratProject	7706	2803	SeuratProject	1	25	21	3426	1939	3	6	0
SeuratProject	12230	4005	SeuratProject	1	53	17	6080	1754	3	3	3
